,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2017-12-01,277.51001,299.329987,270.600006,294.910004,282.719269,71520900,0.0
1,2018-01-01,295.75,360.97000099999997,295.399994,354.369995,339.721344,125945500,183.22092958237056
2,2018-02-01,352.950012,371.600006,317.390015,362.209991,347.237305,116097000,197.8355108376897
3,2018-03-01,362.329987,362.73999,311.170013,327.880005,315.878052,138587800,210.47028958048236
4,2018-04-01,325.200012,347.670013,311.880005,333.559998,321.350098,103765100,198.2971600209687
5,2018-05-01,332.5,365.0,319.130005,352.160004,339.269257,85713100,194.71830821537588
6,2018-06-01,355.790009,374.480011,327.290009,335.51001,324.841125,84391800,204.9625923232514
7,2018-07-01,330.690002,364.540009,329.100006,356.299988,344.970062,60241500,194.16503544760153
8,2018-08-01,354.089996,357.910004,328.02999900000003,342.790009,331.88961800000004,62969600,203.94118225306852
9,2018-09-01,341.600006,374.22000099999997,337.309998,371.899994,361.85314900000003,64530500,192.1726309573428
10,2018-10-01,375.160004,394.27999900000003,328.630005,354.859985,345.27346800000004,100261700,204.80189644374806
11,2018-11-01,357.47000099999997,373.700012,296.609985,346.76001,337.39230299999997,85447700,202.33590228584893
12,2018-12-01,364.309998,369.0,292.47000099999997,322.5,315.236725,91168000,207.5224837209302
13,2019-01-01,316.190002,391.97000099999997,309.399994,385.619995,376.93512000000004,90783300,183.63155546433737
14,2019-02-01,386.109985,441.420013,384.730011,439.959991,430.05127000000005,76882600,187.64887782716585
15,2019-03-01,446.01000999999997,446.01000999999997,361.52999900000003,381.420013,374.702728,256769400,215.34790414891
16,2019-04-01,385.799988,398.660004,362.920013,377.690002,371.038422,141408400,200.98758531606563
17,2019-05-01,378.52999900000003,381.200012,337.0,341.609985,335.59381099999996,102803500,210.5617571453598
18,2019-06-01,338.200012,379.309998,330.670013,364.01001,359.653778,80829400,193.84631620432637
19,2019-07-01,364.880005,382.480011,336.559998,341.179993,337.096985,104187800,206.69148762190167
20,2019-08-01,341.910004,369.690002,319.549988,364.089996,359.732819,95657300,193.70759887618556
21,2019-09-01,354.109985,391.0,350.609985,380.47000099999997,378.262512,78398300,195.69479723580102
22,2019-10-01,381.700012,382.850006,324.399994,339.910004,337.93786600000004,112287600,211.9325693632718
23,2019-11-01,340.589996,375.600006,339.5,366.179993,364.05542,86725600,192.8259354682985
24,2019-12-01,367.079987,367.380005,320.609985,325.76001,325.76001,127581300,212.4079020626258
25,2020-01-01,328.549988,344.190002,302.72000099999997,318.269989,318.269989,181565800,202.35335446597827
26,2020-02-01,318.75,320.73999,314.880005,317.940002,317.940002,8624300,200.1037890790477
27,2020-02-04,318.27999900000003,319.480011,315.02999900000003,317.940002,317.940002,3702571,200.0
